


A.  .plot_1.curve_1.y_data (newton)
B.  .plot_1.curve_2.y_data (newton)
C.  .plot_1.curve_3.y_data (newton)
D.  .plot_1.curve_4.y_data (newton)

       A               B               C               D         
 0.000000E+00    3.470587E-04    0.000000E+00    0.000000E+00   
 0.000000E+00    7.197333E-04    0.000000E+00    0.000000E+00   
 0.000000E+00    9.757061E-04    0.000000E+00    0.000000E+00   
 0.000000E+00    1.505897E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    1.847482E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    3.927923E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    4.190281E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    5.083074E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    4.717578E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    6.378579E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    6.223531E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    7.676270E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    7.288564E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    8.940041E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    8.087873E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    1.038976E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    9.026007E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    1.176607E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.140122E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.041578E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.312680E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.126405E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.346161E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.220291E-02    0.000000E+00    0.000000E+00   
 1.333084E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.724922E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.862237E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.758391E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.983535E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.117159E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.787509E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.054903E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.555314E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.150891E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.750337E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.835400E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.733508E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.999634E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.139106E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.654924E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.821189E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.964392E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.908813E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.681206E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.118918E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.880647E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.091908E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 4.000976E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    4.198439E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    3.240611E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    3.751182E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    3.354420E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    3.451546E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.642801E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.797749E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.584030E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.957172E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.850773E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    3.938032E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.179045E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.126155E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.343528E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.488938E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.013096E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.673858E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.763699E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    6.034115E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.118885E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    6.416614E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    6.105475E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    5.873328E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    6.630100E-02    0.000000E+00    0.000000E+00   
 6.122400E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 6.424721E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.570442E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.857677E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 8.173943E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.376043E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.388316E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 8.562377E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 9.002710E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 8.072164E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 9.453664E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 8.531988E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 9.881525E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 9.914550E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.086611E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 1.065786E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 9.821345E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.133579E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 1.029842E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 1.118444E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 1.193846E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 3.630891E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.929731E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    1.410617E-01    0.000000E+00   
 0.000000E+00    4.319361E+00    0.000000E+00    0.000000E+00   
 1.035998E+01    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    1.047218E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    1.121994E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    1.015779E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    1.006972E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    9.097971E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    8.074849E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    7.992263E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    6.957178E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    5.882050E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.686345E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.459037E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.229078E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    1.301521E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    1.648421E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.526993E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    5.772762E-04    0.000000E+00   
 0.000000E+00    0.000000E+00    2.530234E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    2.659703E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.213200E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    9.637727E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    2.209100E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    1.480683E-02    0.000000E+00   
 1.597017E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 8.253165E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 8.912965E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 2.227479E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 6.008093E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 3.964609E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 4.480652E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 2.387146E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.749764E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.311017E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.718906E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.432497E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.807531E-04    0.000000E+00    0.000000E+00    0.000000E+00   
 6.852503E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 5.773559E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 7.948497E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 1.965785E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 2.291857E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 1.687701E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.622763E-04    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    2.114719E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    5.416914E-03    0.000000E+00   
 0.000000E+00    1.486234E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.925007E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.664796E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    4.275628E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.155355E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    6.666925E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    7.228318E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    8.441365E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    9.361726E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    9.718168E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.054148E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.090755E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.128696E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.257496E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.329837E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.356087E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    5.251844E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    1.335701E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    5.257885E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    1.736765E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    4.958788E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    3.460373E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    9.059351E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    8.811603E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    4.577818E-01   
 0.000000E+00    1.084326E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    6.422239E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    6.241689E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.227781E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    7.191718E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.229527E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    8.611549E-01    0.000000E+00    0.000000E+00   
 0.000000E+00    1.509557E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.101894E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.651368E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.086997E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.576858E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.178618E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.883604E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.362374E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.982002E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.381836E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.054476E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.483914E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.163595E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.578761E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.602193E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.681474E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.284422E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.105213E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.353566E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.306042E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.875104E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.484995E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.924257E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    1.934011E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    2.526635E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.563216E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.322845E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.572181E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.498430E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    3.980479E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    5.834670E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    3.521741E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    5.702388E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    5.718984E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    5.487012E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    3.321056E-02   
 4.153396E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 3.242154E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 5.153690E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    3.221446E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    5.036067E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.974704E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.929379E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.743040E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.676629E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.053929E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.837741E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.705177E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.694839E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    4.153495E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.953175E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.264835E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.843275E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.613742E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.640479E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    2.400790E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    3.438620E-02    0.000000E+00   
 0.000000E+00    2.720472E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.105975E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.107746E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.046991E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.924027E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.749848E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.480947E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    2.557792E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    1.725955E-02    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.390456E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    1.611168E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    2.293773E-02   
 1.515029E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.608240E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.432184E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.439001E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.810921E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.227815E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.681161E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.498667E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.036699E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 1.202842E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 9.661323E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 8.654652E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 1.091572E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 7.990421E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 9.638491E-03    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    7.909508E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    5.869923E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    5.350146E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    4.882182E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    5.364261E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    5.490942E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    4.290346E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    3.218913E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    2.255610E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    2.383364E-03    0.000000E+00   
 0.000000E+00    1.879382E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    2.810397E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    1.081550E-03    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    6.917337E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    2.890235E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    3.028904E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    2.870146E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    5.113211E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    1.031164E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    3.063819E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    3.416209E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    3.885209E-03   
 0.000000E+00    0.000000E+00    0.000000E+00    3.097527E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    7.460920E-04   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.903256E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    2.212775E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    5.257513E-03   
 0.000000E+00    0.000000E+00    0.000000E+00    2.861579E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    2.530380E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    3.190835E-02   
 0.000000E+00    0.000000E+00    0.000000E+00    1.520274E-01   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    3.450530E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    4.420793E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    2.546878E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    2.510888E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    3.081729E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    7.990816E-03    0.000000E+00   
 0.000000E+00    0.000000E+00    2.373806E-01    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    1.129384E-02    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   
 1.265642E-02    0.000000E+00    0.000000E+00    0.000000E+00   
 2.206633E-01    0.000000E+00    0.000000E+00    0.000000E+00   
 1.019149E-03    0.000000E+00    0.000000E+00    0.000000E+00   
